M尽/Ano Aprova豪o;Linha/Programa;Agente Financeiro;Tipo de Agricultura;Benefici㎎ios;Estado;Regi黍;Valor Aprovado R$;Nｼ de Opera惚es
 1/2021;PRONAMP Investimento;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;530.000,0;2
 1/2021;PRONAMP Investimento;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;486.343,1;2
 2/2021;ABC Ambiental;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;900.000,0;1
 2/2021;ABC Ambiental;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;2.543.045,7;1
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;BAHIA               ;NORDESTE            ;55.000,0;1
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;ESPIRITO SANTO      ;SUDESTE             ;694.000,0;3
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;GOIAS               ;CENTRO OESTE        ;5.644.000,0;10
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;MARANHAO            ;NORDESTE            ;311.400,0;1
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;MATO GROSSO         ;CENTRO OESTE        ;1.258.660,0;2
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;MATO GROSSO DO SUL  ;CENTRO OESTE        ;2.972.131,8;5
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;MINAS GERAIS        ;SUDESTE             ;1.962.850,0;5
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;PARANA              ;SUL                 ;417.000,0;2
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;TOCANTINS           ;NORTE               ;315.300,0;1
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;ACRE                ;NORTE               ;813.400,0;2
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;AMAZONAS            ;NORTE               ;461.000,0;1
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;CEARA               ;NORDESTE            ;275.000,0;2
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;10.031.831,5;26
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;963.500,0;4
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;22.527.704,0;52
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;7.272.687,0;24
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;23.467.842,5;62
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;15.817.589,1;30
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;21.379.606,6;94
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;8.035.238,5;22
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PARAIBA             ;NORDESTE            ;891.000,0;2
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;13.017.708,3;33
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PERNAMBUCO          ;NORDESTE            ;200.000,0;2
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PIAUI               ;NORDESTE            ;3.010.000,0;3
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;RIO DE JANEIRO      ;SUDESTE             ;47.000,0;1
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;14.102.430,9;27
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;RONDONIA            ;NORTE               ;3.070.200,0;10
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;1.383.066,2;7
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;17.884.749,7;51
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;SERGIPE             ;NORDESTE            ;389.300,0;3
 2/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;2.473.509,0;20
 2/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Empresas Agro;MATO GROSSO         ;CENTRO OESTE        ;147.900,0;2
 2/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;872.000,0;3
 2/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;2.064.900,0;4
 2/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;4.931.750,0;3
 2/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;4.420.257,5;8
 2/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;3.483.450,0;4
 2/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;2.133.700,0;4
 2/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;1.246.200,0;3
 2/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;2.262.825,0;10
 2/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;220.800,0;1
 2/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;577.500,0;1
 2/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;990.000,0;1
 2/2021;Bndes Cr仕ito Rural;CRESOL SICOPER;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;437.556,0;8
 2/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;44.304,0;2
 2/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;431.945,0;2
 2/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;2.426.383,8;16
 2/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;220.050,0;3
 2/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;302.000,0;3
 2/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;4.481.681,0;27
 2/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;175.600,0;4
 2/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Empresas Agro;PARA                ;NORTE               ;2.182.500,0;5
 2/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;1.997.500,0;1
 2/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;3.588.000,0;3
 2/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;19.062.020,0;23
 2/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;4.511.080,0;11
 2/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;6.774.400,0;10
 2/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;640.910,0;6
 2/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;7.999.225,0;18
 2/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.879.300,0;5
 2/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;440.000,0;1
 2/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;1.437.700,0;5
 2/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;443.700,0;1
 2/2021;Bndes Cr仕ito Rural;SAFRA;Agricultura Empresarial;Empresas Agro;MATO GROSSO DO SUL  ;CENTRO OESTE        ;7.488.000,0;2
 2/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Empresas Agro;MATO GROSSO         ;CENTRO OESTE        ;53.550,0;1
 2/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;673.980,0;2
 2/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;5.479.668,0;3
 2/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;6.287.050,0;7
 2/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;2.666.110,0;4
 2/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;872.206,3;5
 2/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;2.656.445,0;9
 2/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Empresas Agro;PARANA              ;SUL                 ;73.350,0;1
 2/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Empresas Agro;TOCANTINS           ;NORTE               ;479.700,0;1
 2/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;1.614.984,5;8
 2/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;3.865.000,0;5
 2/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;3.575.340,0;6
 2/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;372.700,0;2
 2/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;229.500,0;1
 2/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;2.478.450,0;4
 2/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;3.040.752,0;7
 2/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;94.796,9;1
 2/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;84.000,0;1
 2/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;1.912.950,0;4
 2/2021;MODERINFRA;ITAU;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;8.000.055,0;3
 2/2021;PCA Gr黍s;BRDE;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;5.798.329,0;1
 2/2021;PRODECOOP;BRDE;Agricultura Empresarial;Cooperativa;PARANA              ;SUL                 ;22.005.652,0;6
 2/2021;PRODECOOP;SAFRA;Agricultura Empresarial;Cooperativa;MINAS GERAIS        ;SUDESTE             ;19.989.691,0;1
 2/2021;PRONAF B;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;BAHIA               ;NORDESTE            ;30.000,0;6
 2/2021;PRONAF B;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PERNAMBUCO          ;NORDESTE            ;25.000,0;5
 2/2021;PRONAF B;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PERNAMBUCO          ;NORDESTE            ;5.000,0;1
 2/2021;PRONAF Caminhonetes e Motos;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;188.894,0;5
 2/2021;PRONAF Caminhonetes e Motos;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;29.128,0;2
 2/2021;PRONAF Custeio Faixa 1;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;5.901.145,6;216
 2/2021;PRONAF Custeio Faixa 1;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;2.204.089,0;54
 2/2021;PRONAF Custeio Faixa 1;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;3.273.320,5;96
 2/2021;PRONAF Custeio Faixa 1;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;825.105,0;28
 2/2021;PRONAF Custeio Faixa 2;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;BAHIA               ;NORDESTE            ;23.500,0;3
 2/2021;PRONAF Custeio Faixa 2;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;1.129.137,7;43
 2/2021;PRONAF Custeio Faixa 2;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;302.550,0;12
 2/2021;PRONAF Custeio Faixa 2;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MATO GROSSO DO SUL  ;CENTRO OESTE        ;60.000,0;1
 2/2021;PRONAF Custeio Faixa 2;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;90.737,9;4
 2/2021;PRONAF Custeio Faixa 2;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;61.052,6;4
 2/2021;PRONAF Investimento Faixa 1;BANRISUL;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;740.183,2;19
 2/2021;PRONAF Investimento Faixa 1;BRDE;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PARANA              ;SUL                 ;96.221,0;3
 2/2021;PRONAF Investimento Faixa 1;BRDE;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;2.396.713,3;27
 2/2021;PRONAF Investimento Faixa 1;BRDE;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;6.930.050,3;109
 2/2021;PRONAF Investimento Faixa 1;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;BAHIA               ;NORDESTE            ;63.361,4;3
 2/2021;PRONAF Investimento Faixa 1;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;1.841.408,3;25
 2/2021;PRONAF Investimento Faixa 1;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;4.213.824,4;50
 2/2021;PRONAF Investimento Faixa 1;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;454.006,8;9
 2/2021;PRONAF Investimento Faixa 1;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;380.000,0;2
 2/2021;PRONAF Investimento Faixa 1;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MATO GROSSO         ;CENTRO OESTE        ;92.688,6;1
 2/2021;PRONAF Investimento Faixa 1;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MATO GROSSO DO SUL  ;CENTRO OESTE        ;194.550,0;1
 2/2021;PRONAF Investimento Faixa 1;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MINAS GERAIS        ;SUDESTE             ;280.000,0;2
 2/2021;PRONAF Investimento Faixa 1;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PARANA              ;SUL                 ;2.202.567,5;23
 2/2021;PRONAF Investimento Faixa 1;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;6.175.022,1;103
 2/2021;PRONAF Investimento Faixa 1;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;602.746,0;13
 2/2021;PRONAF Investimento Faixa 1;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SAO PAULO           ;SUDESTE             ;165.000,0;1
 2/2021;PRONAF Investimento Faixa 2;BRDE;Agricultura Familiar;Cooperativa;PARANA              ;SUL                 ;5.493.537,0;2
 2/2021;PRONAF Investimento Faixa 2;BRDE;Agricultura Familiar;Cooperativa;RIO GRANDE DO SUL   ;SUL                 ;8.600.620,0;4
 2/2021;PRONAF Investimento Faixa 2;BRDE;Agricultura Familiar;Cooperativa;SANTA CATARINA      ;SUL                 ;34.581.000,0;2
 2/2021;PRONAMP Custeio;CRESOL SC-RS;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.387.204,5;15
 2/2021;PRONAMP Custeio;CRESOL SC-RS;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;868.394,8;16
 2/2021;PRONAMP Custeio;CRESOL SICOPER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;690.000,0;3
 2/2021;PRONAMP Custeio;CRESOL SICOPER;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;13.050,0;1
 2/2021;PRONAMP Investimento;BRADESCO;Agricultura Empresarial;Empresas Agro;MINAS GERAIS        ;SUDESTE             ;345.000,0;1
 2/2021;PRONAMP Investimento;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;1.262.030,0;4
 2/2021;PRONAMP Investimento;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;295.000,0;1
 2/2021;PRONAMP Investimento;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;429.000,0;1
 2/2021;PRONAMP Investimento;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;732.230,0;2
 2/2021;PRONAMP Investimento;BRDE;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;161.499,3;1
 2/2021;PRONAMP Investimento;BRDE;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;927.680,0;5
 2/2021;PRONAMP Investimento;BRDE;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;1.530.779,8;9
 2/2021;PRONAMP Investimento;CNH;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;315.000,0;1
 2/2021;PRONAMP Investimento;CNH;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;672.300,0;2
 2/2021;PRONAMP Investimento;CRESOL SC-RS;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;78.180,0;2
 2/2021;PRONAMP Investimento;CRESOL SICOPER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;658.493,4;2
 2/2021;PRONAMP Investimento;CRESOL SICOPER;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;30.314,7;1
 2/2021;PRONAMP Investimento;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;533.250,0;2
 2/2021;PRONAMP Investimento;SAFRA;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;660.000,0;2
 2/2021;PRONAMP Investimento;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;855.884,6;2
 2/2021;PRONAMP Investimento;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;1.275.000,0;4
 2/2021;PRONAMP Investimento;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;858.585,0;5
 2/2021;PRONAMP Investimento;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;3.126.333,3;12
 2/2021;PRONAMP Investimento;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;9.627.314,4;42
 2/2021;PRONAMP Investimento;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;503.000,0;4
 3/2021;ABC Ambiental;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;2.119.711,7;2
 3/2021;ABC Ambiental;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;1.687.000,0;1
 3/2021;ABC Ambiental;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;109.114,5;1
 3/2021;ABC Ambiental;BRDE;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;60.000,0;1
 3/2021;ABC Ambiental;ITAU;Agricultura Empresarial;Empresas Agro;MATO GROSSO DO SUL  ;CENTRO OESTE        ;1.774.011,8;1
 3/2021;Bndes Cr仕ito Rural;BADESUL;Agricultura Empresarial;Cooperativa;RIO GRANDE DO SUL   ;SUL                 ;2.500.000,0;1
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;BAHIA               ;NORDESTE            ;581.900,0;3
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;GOIAS               ;CENTRO OESTE        ;1.873.793,0;3
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;MARANHAO            ;NORDESTE            ;259.250,0;1
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;MATO GROSSO         ;CENTRO OESTE        ;2.736.140,0;5
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;MATO GROSSO DO SUL  ;CENTRO OESTE        ;1.878.100,0;4
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;MINAS GERAIS        ;SUDESTE             ;2.824.610,2;6
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;PARA                ;NORTE               ;167.400,0;1
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;RIO GRANDE DO SUL   ;SUL                 ;306.000,0;1
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;SANTA CATARINA      ;SUL                 ;140.301,6;1
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;SAO PAULO           ;SUDESTE             ;1.096.900,0;3
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Empresas Agro;TOCANTINS           ;NORTE               ;30.981.275,0;6
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;ACRE                ;NORTE               ;1.028.286,0;2
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;ALAGOAS             ;NORDESTE            ;367.028,0;2
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;CEARA               ;NORDESTE            ;276.700,0;3
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;9.671.176,1;27
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;2.619.000,0;10
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;33.357.442,3;95
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;4.345.967,4;25
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;21.606.648,7;59
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;21.191.425,0;35
